iter	RMSE
615	12756.38933
616	12744.86126
617	12731.91564
618	12720.15313
619	12711.25326
620	12708.44057
621	12699.06391
622	12697.63191
623	12686.08524
624	12677.69928
625	12672.99626
626	12665.25267
627	12659.75257
628	12648.67805
629	12643.01677
630	12629.91075
631	12613.7013
632	12603.33791
633	12585.3713
634	12583.51542
635	12572.83756
636	12567.52127
637	12562.2097
638	12555.24928
639	12547.7904
640	12541.10482
641	12534.52111
642	12523.13427
643	12520.65091
644	12512.02201
645	12509.53518
646	12506.61708
647	12505.48455
648	12499.27024
649	12490.56835
650	12482.76651
651	12470.59629
652	12457.72965
653	12449.78868
654	12438.95086
655	12438.65625
656	12427.56612
657	12421.81198
658	12410.76205
659	12408.42962
660	12407.66661
661	12395.89272
662	12387.12114
663	12376.39565
664	12376.06265
665	12370.69944
666	12366.2165
667	12358.55518
668	12357.88
669	12348.61057
670	12339.64713
671	12331.19718
672	12322.61202
673	12316.5513
674	12310.47201
675	12300.98552
676	12300.34161
677	12288.22122
678	12285.33023
679	12273.25291
680	12272.65582
681	12262.91342
682	12253.81744
683	12245.0431
684	12243.89412
685	12233.04916
686	12229.79573
687	12222.6038
688	12221.93392
689	12210.73117
690	12196.66304
691	12189.61419
692	12178.58521
693	12177.01313
694	12176.29374
695	12169.40915
696	12156.64778
697	12149.03216
698	12148.20377
699	12137.50491
700	12129.06981
701	12121.47914
702	12110.3398
703	12101.43198
704	12096.22569
705	12085.0695
706	12073.94231
707	12070.06267
708	12066.97975
709	12057.175
710	12051.01697
711	12044.31585
712	12036.50106
713	12027.62584
714	12020.42997
715	12012.04594
716	12008.91625
717	11997.68842
718	11988.62318
719	11978.60921
720	11970.84258
721	11960.44693
722	11956.01162
723	11945.93442
724	11932.70952
725	11925.15682
726	11917.78654
727	11909.19926
728	11904.35469
729	11893.29923
730	11882.60516
731	11881.42155
732	11874.1384
733	11868.51026
734	11865.59493
735	11855.04115
736	11843.8337
737	11839.82939
738	11833.38811
739	11825.5485
740	11816.70926
741	11807.28924
742	11800.99586
743	11792.03534
744	11790.13446
745	11782.25636
746	11775.2266
747	11764.50346
748	11756.6206
749	11747.84656
750	11744.77622
751	11729.04135
752	11725.52473
753	11721.05764
754	11711.87972
755	11704.62441
756	11694.41034
757	11686.51942
758	11677.28815
759	11667.26623
760	11662.64907
761	11656.42362
762	11645.73865
763	11634.80334
764	11626.11813
765	11615.01335
766	11609.74687
767	11605.28157
768	11595.38729
769	11585.30776
770	11572.1128
771	11560.30988
772	11556.04855
773	11551.35963
774	11541.79522
775	11531.57236
776	11522.9355
777	11518.26665
778	11513.18883
779	11512.27743
780	11508.17938
781	11499.19637
782	11490.71148
783	11484.16546
784	11482.05491
785	11478.04191
786	11467.36795
787	11459.4031
788	11450.79346
789	11441.66982
790	11429.85837
791	11429.61465
792	11427.94316
793	11423.31272
794	11419.9048
795	11412.29608
796	11407.56974
797	11395.7012
798	11391.4235
799	11381.90176
800	11375.03372
801	11365.21059
802	11359.14747
803	11349.67485
804	11345.25415
805	11335.39237
806	11328.77987
807	11325.36364
808	11317.50743
809	11312.80688
810	11304.55504
811	11290.71089
812	11284.16198
813	11280.07232
814	11271.57748
815	11260.39322
816	11254.12011
817	11247.30979
818	11242.42173
819	11233.51935
820	11229.40736
821	11222.91002
822	11215.95755
823	11206.09193
824	11200.62965
825	11190.05268
826	11185.53502
827	11178.02856
828	11169.48401
829	11159.68816
830	11150.16122
831	11145.3381
832	11137.68473
833	11137.55645
834	11134.09516
835	11126.31967
836	11120.9806
837	11113.95117
838	11108.20803
839	11103.38906
840	11098.14334
841	11089.38722
842	11081.75988
843	11079.93841
844	11069.02841
845	11058.12885
846	11051.25146
847	11047.49241
848	11038.33078
849	11035.55238
850	11027.40771
851	11018.42634
852	11014.28333
853	11013.80845
854	11004.19296
855	10995.03154
856	10990.4781
857	10985.25331
858	10975.13597
859	10971.38839
860	10964.63394
861	10958.78437
862	10954.41264
863	10949.02877
864	10938.42628
865	10932.02059
866	10926.75484
867	10919.11253
868	10909.02065
869	10903.8088
870	10895.72651
871	10889.95739
872	10883.9247
873	10879.52339
874	10872.2889
875	10868.12587
876	10859.93249
877	10854.49199
878	10849.98166
879	10845.80445
880	10836.96897
881	10831.33435
882	10825.31166
883	10817.92131
884	10810.98673
885	10801.90767
886	10794.23423
887	10786.17838
888	10777.59099
889	10772.71019
890	10763.91737
891	10753.69692
892	10745.52905
893	10738.5001
894	10734.97349
895	10730.03116
896	10721.05828
897	10712.25303
898	10706.33088
899	10698.69759
900	10693.04286
901	10687.19695
902	10682.1789
903	10678.99566
904	10670.37297
905	10665.3273
906	10658.58008
907	10651.6349
908	10647.05778
909	10637.87029
910	10630.87627
911	10625.4275
912	10615.83398
913	10607.81283
914	10597.10865
915	10590.36977
916	10581.97339
917	10574.58936
918	10567.18056
919	10556.93366
920	10550.16555
921	10542.14921
922	10537.0733
923	10530.17343
924	10526.21125
925	10522.23207
926	10515.12686
927	10507.06124
928	10499.62421
929	10494.96514
930	10486.90587
931	10474.71984
932	10471.01294
933	10464.42715
934	10461.67662
935	10454.1453
936	10450.40955
937	10448.25608
938	10439.94034
939	10435.8166
940	10427.87139
941	10422.96962
942	10414.38996
943	10408.29222
944	10399.8226
945	10393.28288
946	10385.7268
947	10375.28053
948	10364.63951
949	10361.52096
950	10358.40036
951	10354.59671
952	10348.55564
953	10345.49745
954	10342.7242
955	10337.19562
956	10328.29573
957	10324.48715
958	10314.94765
959	10312.34968
960	10303.37949
961	10296.81049
962	10288.51192
963	10285.89261
964	10280.35589
965	10274.53669
966	10270.83178
967	10266.3876
968	10259.05002
969	10255.87884
970	10252.03668
971	10243.2613
972	10241.19293
973	10233.10407
974	10230.12512
975	10227.2229
976	10221.21441
977	10213.72612
978	10207.45096
979	10203.32537
980	10195.27629
981	10188.85071
982	10188.09763
983	10180.60906
984	10174.92712
985	10167.34847
986	10163.22291
987	10151.88149
988	10151.7709
989	10146.66871
990	10142.68303
991	10134.94004
992	10129.58313
993	10127.9826
994	10122.0571
995	10116.09131
996	10109.35417
997	10104.93613
998	10100.86652
999	10094.59985
