PID,x_merc,y_merc,Neighborhood,Sector,SalePrice,latitude,longitude,le_Neighbor,le_Sector,MSSubClass,YearBuilt,YearRemodAdd,OverallQual,Prop_Addr,GrLivArea
908201120,-10426775.950028004,5164022.3741233405,Edwards,WE,118.0,42.0203107,-93.665322,7,5,DUP2FAM,1955,1955,4,3411 TRIPP ST 3413,1440
533221080,-10424705.649649838,5167898.688512139,Somerst,NW,166.0,42.04617461230033,-93.64672417527576,24,2,2FlPUD,2000,2000,6,2713 HAMPTON ST,1524
535178100,-10421268.253390932,5167306.427602496,NAmes,NO,148.0,42.04222355411135,-93.61584551930623,15,1,SPLIT,1956,1956,5,2004 BURNETT AVE,1370
535457050,-10420251.035317251,5166176.190630207,NAmes,NO,99.0,42.03468289795919,-93.60670769387757,15,1,1Fl,1961,1961,5,1302 MAXWELL AVE,925
923226270,-10419852.016541287,5159830.976709429,MeadowV,SE,86.0,41.992332618748165,-93.60312324722656,13,3,2FlPUD,1970,2002,4,615 MEADOW PL,630
535105090,-10421255.098438956,5168021.266328399,NAmes,NO,165.0,42.046992315952615,-93.61572734636202,15,1,SPLIT,1962,1962,6,2527 KELLOGG AVE,1431
533253070,-10424992.86333019,5167421.842732586,Greens,NW,212.0,42.04299352441229,-93.64930425966442,9,2,1FlPUD,1981,1981,8,2024 PINEHURST DR,1226
907280170,-10428560.608041467,5163678.235949842,CollgCr,WE,210.0,42.018014,-93.6813538557042,5,5,1Fl,1997,1998,7,4619 CLEMENS BLVD,1417
914476450,-10419894.735704618,5160390.767286975,Mitchel,SE,228.0,41.99607,-93.603507,14,3,1Fl,1991,1991,4,703 ONYX ST,1689
535327200,-10420864.405711524,5166764.576442524,NAmes,NO,132.0,42.038608571428576,-93.61221769387755,15,1,1Fl,1956,2000,5,1624 DOUGLAS AVE,928
528441090,-10424147.137531929,5168935.744634489,Somerst,NW,468.0,42.05309237188999,-93.6417069755569,24,2,1Fl,2005,2006,9,2426 YORKSHIRE CIR,2490
906426195,-10428322.511713596,5165137.166271832,ClearCr,WE,240.0,42.02775,-93.679215,4,5,2Fl,1992,1992,6,601 CHELSEA CT,1953
534275170,-10422139.332441645,5167297.284249555,NAmes,NO,152.0,42.04216255555556,-93.62367055555556,15,1,1Fl,1960,1998,6,2009 ROOSEVELT CIR,958
923226180,-10419796.14545576,5159861.367572519,MeadowV,SE,73.0,41.99253552569278,-93.60262134872586,13,3,2FlPUD,1970,1970,4,633 MEADOW PL,630
923226320,-10419882.731579356,5159812.96061861,MeadowV,SE,76.0,41.992212332620966,-93.60339916510804,13,3,2FlPUD,1972,1972,4,605 MEADOW PL,630
528118050,-10425899.561210733,5170035.448380921,NridgHt,NW,500.0,42.06042720408163,-93.65744926530613,19,2,1Fl,2007,2007,10,3305 PRESTON CIR,2290
916253320,-10421771.804958371,5166153.874296733,GrnHill,SO,330.0,42.001514,-93.644726,10,4,1FlPUD,1998,1998,7,,1502
904300150,-10426048.396320537,5165218.025229326,ClearCr,WE,108.0,42.02828955914435,-93.65878627384562,4,5,1Fl,1917,1950,5,3021 OAKLAND ST,1224
533236050,-10424214.067070358,5168041.637389131,Somerst,NW,172.0,42.047128208125024,-93.6423082138302,24,2,2FlPUD,1999,2000,8,2510 BRISTOL DR,1739
527354160,-10423466.88700226,5168855.242414541,NWAmes,NW,185.0,42.0525554028463,-93.6355961810786,17,2,2Fl,1980,1988,7,2009 STEVENSON DR,2044
528435040,-10424371.218804805,5169094.170225512,Somerst,NW,312.0,42.054149095181536,-93.64371993188,24,2,1Fl,2007,2007,7,2604 DALTON ST,1726
534129230,-10422876.6509045,5168199.230103461,NWAmes,NW,165.0,42.04817947474747,-93.630294,17,2,2Fl,1972,1972,6,2705 HOOVER AVE,1790
535325350,-10420929.42417872,5166730.017047181,NAmes,NO,125.0,42.038378,-93.61280176470588,15,1,1Fl,1955,1955,5,225 16TH ST,1056
902408080,-10420466.571913837,5164903.692351623,OldTown,DT,160.0,42.02619203943843,-93.60864389206752,20,0,2Fl,1890,1998,7,508 CARROLL AVE,2554
916455050,-10424718.147595525,5160535.522473661,Timber,SO,180.0,41.99703640663635,-93.64683644623204,26,4,1Fl,2001,2001,8,2829 WHITE OAK DR,1312
909276200,-10424217.62834612,5163777.653686808,Crawfor,SO,160.0,42.01867749991436,-93.64234020531468,6,4,1Fl,1940,1950,5,418 PEARSON AVE,1308
534277060,-10421910.843002375,5167702.37444671,NAmes,NO,109.0,42.044865,-93.621618,15,1,1Fl,1957,1957,4,2125 FURMAN DR,907
905107280,-10427618.67250023,5165675.415471013,Sawyer,WE,153.0,42.03134156628693,-93.67289230477073,22,5,SPLIT,1978,1978,6,3914 ARKANSAS DR,1034
923204050,-10420121.369432371,5159927.93826766,Mitchel,SE,132.0,41.99297998782015,-93.6055428854154,14,3,1Fl,1963,1963,4,3309 SOUTHDALE DR,1040
531376050,-10429650.0078836,5166611.741073608,SawyerW,WE,185.0,42.03758888668608,-93.69114010099126,23,5,2Fl,2005,2005,7,1508 CALIFORNIA AVE,1585
903454010,-10421771.804958371,5166153.874296733,IDOTRR,DT,127.0,42.02211967187807,-93.6223868045226,11,0,2Fl,1914,2006,6,1218 N 3RD ST,1355
906412010,-10429195.79517453,5165093.201287822,CollgCr,WE,475.0,42.02745662663366,-93.68705983880326,5,5,1Fl,2008,2008,9,532 WESTFIELD RD,2276
535301060,-10421427.715890585,5167157.99721693,NAmes,NO,142.0,42.041233315036166,-93.61727799531305,15,1,1Fl,1953,2006,5,1907 CLARK AVE,1154
534453080,-10422673.614035504,5166377.472369568,BrkSide,DT,112.0,42.03602586446804,-93.62847008877344,3,0,1Fl,1958,2000,5,1430 RIDGEWOOD AVE,808
911102180,-10421375.760568872,5164197.086267237,IDOTRR,DT,81.0,42.02147665741722,-93.6168112727172,11,0,1Fl,1910,2000,4,202 S WALNUT AVE,1049
535403210,-10420495.653232517,5166745.680827141,NAmes,NO,135.0,42.038482504829126,-93.60890513399804,15,1,1Fl,1957,1957,6,1604 CARROLL AVE,1105
531382120,-10429429.462927146,5166354.094904088,SawyerW,WE,194.0,42.03586988976251,-93.68915891193907,23,5,1Fl,1994,1998,6,5214 MARYLAND ST,1679
916455120,-10424726.056702573,5160307.790798563,Timber,SO,232.0,41.99551603030303,-93.6469074949495,26,4,1Fl,2003,2003,8,2311 SUNCREST DR,1440
905475510,-10426554.93767408,5164737.456889161,Edwards,WE,114.0,42.02508273469388,-93.6633366122449,7,5,1Fl,1964,1964,5,310 COLORADO CIR,1298
916326090,-10425033.160662722,5161088.683187583,Timber,SO,257.0,42.00072925266047,-93.64966625676163,26,4,1Fl,1958,1995,6,2320 TIMBERLAND RD,2279
909101140,-10425722.905824846,5164288.005222357,Edwards,WE,117.0,42.022083404893664,-93.65586234297449,7,5,1Fl,1941,1960,5,2812 WOOD ST,1604
907260050,-10429295.049037248,5163518.131764057,CollgCr,WE,213.0,42.016945472759005,-93.68795145142214,5,5,2Fl,2003,2003,7,5110 CLEMENS BLVD,1932
907131090,-10429587.76904595,5164107.82996204,CollgCr,WE,212.0,42.020881,-93.690581,5,5,2Fl,1996,1996,7,5300 NORRIS ST,1661
903206160,-10422545.917718844,5165581.199984144,BrkSide,DT,202.0,42.0307129108596,-93.6273229732436,3,0,2Fl,1924,1996,6,910 BROOKRIDGE AVE,1827
528222020,-10424403.455876404,5170219.595127441,Gilbert,NW,185.0,42.06165534795861,-93.64400952242131,8,2,2Fl,2006,2006,7,4116 WELBECK DR,1492
526352090,-10421559.771920815,5168690.227485151,NAmes,NO,167.0,42.05145469964584,-93.61846427481623,15,1,1Fl,1970,1970,7,3010 KELLOGG AVE,1277
534201280,-10422459.621374488,5167833.614510408,NAmes,NO,138.0,42.04574050623812,-93.62654775999262,15,1,1Fl,1968,1968,5,1237 24TH ST,1052
908102330,-10428008.241048936,5164027.276109269,Edwards,WE,102.0,42.020343414141415,-93.67639185858586,7,5,1Fl,1951,1951,4,301 ABRAHAM DR,1220
906385010,-10429857.905254727,5164667.860559171,CollgCr,WE,199.0,42.0246183061451,-93.69300767485136,5,5,1Fl,2009,2009,7,5505 DURANT ST,1226
534276230,-10421984.569070186,5167308.981993018,NAmes,NO,145.0,42.04224059534753,-93.62228029253552,15,1,DUP2FAM,1959,2005,5,2002 MELROSE AVE,1712
906420020,-10428636.12260112,5165374.373455452,SawyerW,WE,220.0,42.02933283335287,-93.6820322145353,23,5,2Fl,1992,1992,8,923 VERMONT CIR,1915
527404120,-10422526.439614126,5168998.997360978,NAmes,NO,126.0,42.053514279505634,-93.62714799845187,15,1,1Fl,1970,1970,4,3203 GARNER AVE,882
907192010,-10429458.972395103,5163510.119673498,CollgCr,WE,200.0,42.016892,-93.689424,5,5,2Fl,2002,2002,7,5301 CLEMENS BLVD,1861
527131030,-10423311.34744249,5170303.405289194,StoneBr,NW,278.0,42.06221430156738,-93.63419894544032,25,2,1FlPUD,2000,2000,8,4239 STONE BROOKE RD,1659
527452290,-10422747.417694714,5168315.489579787,NAmes,NO,145.0,42.04895500520409,-93.62913307832436,15,1,1Fl,1967,1975,5,1401 JOHNSON ST,1387
907250030,-10429288.385361511,5163759.779395094,CollgCr,WE,318.0,42.01855820993013,-93.68789159060452,5,5,1Fl,2003,2003,8,509 SMILEY AVE,1978
909251040,-10424729.04358052,5163658.319804788,Crawfor,SO,146.0,42.01788108163265,-93.6469343265306,6,4,1Fl,1921,2005,6,2322 BAKER ST,1298
535377100,-10420863.01081015,5166547.326628703,OldTown,DT,87.0,42.037159122448976,-93.61220516326532,20,0,1Fl,1900,1998,4,1502 DOUGLAS AVE,720
528174050,-10425002.7082566,5169857.110444047,NridgHt,NW,213.0,42.05923777869763,-93.64939269814306,19,2,1FlPUD,2005,2005,6,2910 HARRISON RD,1358
533128090,-10421771.804958371,5166153.874296733,NoRidge,NW,262.0,42.05159728000459,-93.65391395064373,18,2,1Fl,1994,1995,8,2700 NORTHRIDGE CIR,1624
533250110,-10424859.486252254,5167696.413121088,Veenker,NW,218.0,42.04482523153892,-93.64810611298782,27,2,1FlPUD,1995,1995,8,2869 GREENSBORO CIR,1239
908186040,-10427168.265024995,5163819.23133595,Edwards,WE,148.0,42.0189549812108,-93.66884622557988,7,5,2FlPUD,2005,2005,6,3905 MARIGOLD DR,1072
903231050,-10422140.762728434,5165831.525643476,BrkSide,DT,113.0,42.0323832020202,-93.6236834040404,3,0,1Fl,1939,1950,5,1113 MARSTON AVE,884
908152110,-10427868.651794331,5163795.256330052,Edwards,WE,160.0,42.01879497674418,-93.67513790697674,7,5,2Fl,1976,2001,6,414 WELLONS DR,1398
535476110,-10419940.049293812,5166669.573565542,NAmes,NO,145.0,42.03797473457034,-93.6039140588975,15,1,DUP2FAM,1978,1978,5,1603 MEADOWLANE AVE 1605,941
533250050,-10424838.606796792,5167684.861825492,Veenker,NW,246.0,42.04474817188798,-93.64791854964815,27,2,1FlPUD,1996,1996,8,2845 GREENSBORO CIR,1288
535325340,-10420923.63993067,5166730.017047182,NAmes,NO,134.0,42.038378,-93.61274980392156,15,1,1Fl,1956,1956,5,221 16TH ST,1005
909475050,-10424357.800617328,5162656.604915315,Crawfor,SO,198.0,42.01119537789834,-93.64359939425104,6,4,1Fl,1971,1971,7,2152 ASHMORE DR,1696
907196020,-10429363.85241877,5163512.06325729,CollgCr,WE,205.0,42.016904971498526,-93.68856952271436,5,5,1Fl,2001,2002,7,5216 CLEMENS BLVD,1541
533130160,-10425328.996741977,5167838.628525618,NoRidge,NW,285.0,42.04577395463849,-93.65232379747752,18,2,2Fl,1992,1993,8,2424 RIDGETOP CIR,2225
535102010,-10421396.969080515,5168304.252521269,NAmes,NO,175.0,42.04888004672891,-93.61700179201884,15,1,SPLIT,1966,1966,5,2729 NORTHWOOD DR,1280
531475220,-10428846.4577781,5166323.20765275,SawyerW,WE,160.0,42.035663809096576,-93.683921687578,23,5,DUP2FAM,1981,1981,6,1404 IDAHO AVE,1882
527325070,-10423434.658405349,5169153.885384235,NWAmes,NW,272.0,42.0545474,-93.63530666666668,17,2,2Fl,1977,1995,6,1904 BUCHANAN DR,2872
911175440,-10421148.514356082,5163841.021983725,IDOTRR,DT,115.0,42.019100407352354,-93.61476988525514,11,0,DUP2FAM,1951,1951,5,315 S 4TH ST,1396
