PID,x_merc,y_merc,Neighborhood,Sector,Color,SalePrice,latitude,longitude,DfromWalmart
527451330,-10422577.248517156,5168723.448984559,BrDale,NO,green,106.0,42.051676299375686,-93.62760442259349,2.6833614098086236
528218100,-10424529.383670524,5170246.500691482,Gilbert,NW,white,168.0,42.06183478929063,-93.64514075104287,3.72602611747923
916386140,-10425111.946279626,5160220.194046976,Timber,SO,orange,201.0,41.994931209457846,-93.650374,2.6701027891137876
533221090,-10424706.852359056,5167898.798134411,Somerst,NW,white,178.0,42.046175343583606,-93.64673497939646,2.923072385238059
534128010,-10423138.45058114,5168327.362297633,NWAmes,NW,white,200.0,42.04903420384354,-93.63264578650906,2.6375165797781097
528106110,-10425827.768873418,5170173.994333358,NridgHt,NW,white,450.0,42.06135122133348,-93.6568043437672,4.049251755333057
902206260,-10420668.132237831,5165638.262284783,OldTown,DT,dodgerblue,91.0,42.03109366137248,-93.61045453926471,1.0578153836397304
528222090,-10424439.53462146,5170455.175192507,Gilbert,NW,white,174.0,42.06322648533865,-93.64433362330249,3.7865957813488484
528218150,-10424635.47764074,5170381.357249893,Gilbert,NW,white,200.0,42.06273418076429,-93.64609380939285,3.804640009016601
903400180,-10422551.905385012,5165405.979099466,BrkSide,DT,dodgerblue,207.0,42.02954372815348,-93.62737676136398,1.4096435089869905
535453210,-10420256.725448454,5166564.511789879,NAmes,NO,green,155.0,42.037273779743664,-93.60675880919582,1.4681761134806577
916386010,-10424985.151107786,5160265.519585821,Timber,SO,orange,220.0,41.99523381632653,-93.64923497959184,2.6095895771692783
907181090,-10429576.108083682,5163584.490818757,CollgCr,WE,purple,196.0,42.01738835191348,-93.69047624779365,4.303980767566056
902206020,-10420637.593384944,5165766.625720992,OldTown,DT,dodgerblue,62.0,42.03195016326531,-93.61018020408163,1.1138269307050845
527327050,-10423017.594154209,5169147.651508225,NWAmes,NW,white,195.0,42.05450581967213,-93.6315601147541,2.9454799446908186
527455250,-10422331.589556022,5168299.9219703,NAmes,NO,green,129.0,42.048851159119046,-93.62539763059881,2.459457518138433
528326110,-10425562.005841756,5169301.194544957,NoRidge,NW,white,291.0,42.055529953039084,-93.65441695383424,3.66433030931135
914452190,-10420331.385082023,5160110.525553981,Mitchel,SE,red,134.0,41.99419902380953,-93.60742948809524,1.5050395721381975
535425060,-10420084.944365162,5167167.399334069,NAmes,NO,green,186.0,42.04129604081633,-93.60521567346939,1.7478529161853065
532376250,-10427583.79557269,5166352.848155054,Sawyer,WE,purple,134.0,42.035861571428576,-93.672579,3.648559671092102
535379110,-10421047.771631123,5166365.621580026,OldTown,DT,dodgerblue,148.0,42.03594679591837,-93.61386489795919,1.4228380872682114
528118010,-10425925.664495409,5170035.677877276,NridgHt,NW,white,325.0,42.06042873469387,-93.65768375510204,4.029460761366633
528235160,-10424376.96100298,5169928.3154826,Gilbert,NW,white,215.0,42.05971268357939,-93.64377151492386,3.56451504815413
905478030,-10426260.722877031,5164704.233896708,Edwards,WE,purple,131.0,42.024861032246065,-93.66069363575488,2.8366016396788214
902106130,-10421753.907510445,5165693.535113624,OldTown,DT,dodgerblue,110.0,42.031462469387755,-93.62020822448979,1.2687326958732887
902102080,-10421242.905611178,5165982.790260956,OldTown,DT,dodgerblue,110.0,42.03339248979592,-93.61561781632653,1.2818938289427737
909176170,-10425250.832111262,5163779.679586167,SWISU,SO,orange,150.0,42.01869102040816,-93.65162163265306,2.3106063232044862
533206070,-10424804.959059324,5168088.444934506,Somerst,NW,white,194.0,42.04744045286655,-93.64761628687974,3.017227031473391
527302020,-10423716.65601202,5169292.23464153,NWAmes,NW,white,178.0,42.05547019086042,-93.63783989426827,3.1558336799394153
907414060,-10429117.89284863,5163072.57085471,CollgCr,WE,purple,180.0,42.013971727272725,-93.68636003030302,4.093572079349355
904301060,-10426042.948275257,5165192.447766456,Edwards,WE,purple,179.0,42.02811888524044,-93.6587373332222,2.797116763812861
532479020,-10426237.72029002,5166165.597254035,Sawyer,WE,purple,140.0,42.034612217391306,-93.660487,3.0434061845530316
528110070,-10425991.329856517,5170308.839709736,NridgHt,NW,white,395.0,42.062250545080964,-93.65827363707724,4.145222531647893
534429130,-10421962.731674569,5166993.296082431,NAmes,NO,green,152.0,42.04013450915821,-93.62208412387304,1.8403853949481153
528365060,-10425733.554316215,5168409.483169224,NoRidge,NW,white,341.0,42.049582,-93.655958,3.4279336743727367
533135020,-10425103.549609464,5168107.779310144,NoRidge,NW,white,235.0,42.04756942857143,-93.65029857142858,3.120917291067993
910203100,-10422666.70234486,5164023.467977211,IDOTRR,DT,dodgerblue,72.0,42.020318,-93.628408,1.1477238687192677
905451390,-10427005.139428884,5164657.11807586,Edwards,WE,purple,154.0,42.0245466193626,-93.66738084341767,3.169430409986744
533213010,-10424803.10690936,5168086.482810995,Somerst,NW,white,222.0,42.04742736392327,-93.6475996487335,3.015982635481039
528118030,-10425910.002524603,5170035.540179461,NridgHt,NW,white,390.0,42.06042781632653,-93.6575430612245,4.024719817723757
907200340,-10429291.591315309,5164184.118363936,CollgCr,WE,purple,128.0,42.021390115667074,-93.68792039017747,4.18778831251324
528164060,-10425828.393662924,5169742.751107474,NridgHt,NW,white,615.0,42.05847504704884,-93.65680995634683,3.8980739070028556
907202010,-10429141.988339772,5163927.799837606,CollgCr,WE,purple,158.0,42.01967954096487,-93.68657648378274,4.109977829838233
528186180,-10421771.804958371,5166153.874296733,NridgHt,NW,white,254.0,42.0600881067537,-93.65380926777956,3.884639176974639
909250060,-10424724.40905478,5163838.61548949,SWISU,SO,orange,169.0,42.019084346938776,-93.64689269387755,2.0707073207782996
528315060,-10425625.11608693,5169075.972175736,NoRidge,NW,white,284.0,42.05402771225761,-93.65498388281249,3.6077764925227145
528231020,-10424410.941195756,5169988.954012282,Gilbert,NW,white,184.0,42.06011711190303,-93.64407676418914,3.5965014115199065
528456230,-10424761.335474752,5168650.5174276,Somerst,NW,white,210.0,42.05118981781087,-93.64722440955204,3.195189006301352
907180120,-10429800.324907333,5163566.722353644,CollgCr,WE,purple,214.0,42.01726976579473,-93.69249042179008,4.407454421455763
911370410,-10421238.230942186,5162389.221147587,Crawfor,SO,orange,392.0,42.00941067078177,-93.6155758230605,0.6384584044998483
527108090,-10423557.214708516,5170448.455542246,Gilbert,NW,white,275.0,42.06318167099153,-93.63640760866966,3.593401239363165
528222050,-10424431.970931346,5170303.229000259,Gilbert,NW,white,157.0,42.0622131258519,-93.64426567751813,3.7247644008528544
528429110,-10421771.804958371,5166153.874296733,Somerst,NW,white,283.0,42.049869005017506,-93.64435615174447,3.0304716960075
902328100,-10421208.164842747,5165184.718051257,OldTown,DT,dodgerblue,144.0,42.02806730612245,-93.61530573469389,0.9390734068680711
527451410,-10422558.29206542,5168724.595802557,BrDale,NO,green,88.0,42.05168394906352,-93.62743413389023,2.6803752133635874
531477050,-10421771.804958371,5166153.874296733,SawyerW,WE,purple,68.0,42.034700482078065,-93.68653540778618,4.297875136524798
914476130,-10419640.927265609,5160345.007804406,Mitchel,SE,red,148.0,41.9957645,-93.601227,1.4266266687320646
535453020,-10420173.043427115,5166543.474912727,NAmes,NO,green,159.0,42.03713342424243,-93.60600708080808,1.4591563155468028
535379100,-10421047.812523996,5166359.136984747,OldTown,DT,dodgerblue,120.0,42.035903530612245,-93.61386526530612,1.4199541018861217
905108190,-10427468.382947592,5165606.206667933,Sawyer,WE,purple,135.0,42.03087976925107,-93.67154223074894,3.482891748293262
905201110,-10426775.968202615,5165857.8574839765,Sawyer,WE,purple,185.0,42.032558897959184,-93.6653221632653,3.217697104126017
903227090,-10422118.58107498,5165992.229257898,BrkSide,DT,dodgerblue,132.0,42.033455469387754,-93.62348414285714,1.4771479423511313
905107300,-10427609.865083024,5165675.342726284,Sawyer,WE,purple,160.0,42.03134108089813,-93.67281318639581,3.5547833662898434
903401070,-10422339.697247446,5165026.784911143,BrkSide,DT,dodgerblue,165.0,42.02701343509556,-93.62547046323006,1.2221954160626693
903230100,-10422256.966134354,5165699.223428508,BrkSide,DT,dodgerblue,100.0,42.03150042455403,-93.62472727699644,1.410170324040355
527105010,-10423843.13571906,5170047.284232189,Gilbert,NW,white,190.0,42.060506142537406,-93.6389760808079,3.4875788104947474
528480020,-10424364.13706313,5168791.914428078,Somerst,NW,white,228.0,42.052132986853664,-93.64365631551216,3.130642930318581
527402130,-10422467.558591826,5169277.088097403,NAmes,NO,green,112.0,42.05536916392078,-93.6266190612291,2.9008342499295527
909251080,-10424677.925215982,5163646.592752822,Crawfor,SO,orange,145.0,42.01780281632653,-93.64647512244898,2.0420644357677276
908201120,-10426775.950028004,5164022.3741233405,Edwards,WE,purple,118.0,42.0203107,-93.665322,3.0228841062612295
533221080,-10424705.649649838,5167898.688512139,Somerst,NW,white,166.0,42.04617461230033,-93.64672417527575,2.9226463419489583
535178100,-10421268.253390932,5167306.427602496,NAmes,NO,green,148.0,42.042223554111345,-93.61584551930625,1.8677687399069716
535457050,-10420251.035317251,5166176.190630207,NAmes,NO,green,99.0,42.034682897959186,-93.60670769387755,1.289374342890223
923226270,-10419852.016541287,5159830.976709429,MeadowV,SE,red,86.0,41.992332618748165,-93.60312324722655,1.644938995630309
535105090,-10421255.098438956,5168021.266328399,NAmes,NO,green,165.0,42.046992315952615,-93.61572734636202,2.1869182531696905
533253070,-10424992.86333019,5167421.842732586,Greens,NW,white,212.0,42.04299352441229,-93.64930425966442,2.8701890777234373
907280170,-10428560.608041467,5163678.235949842,CollgCr,WE,purple,210.0,42.018014,-93.6813538557042,3.8359052584635576
914476450,-10419894.735704618,5160390.767286975,Mitchel,SE,red,228.0,41.99607,-93.603507,1.3864974885055592
535327200,-10420864.405711524,5166764.576442524,NAmes,NO,green,132.0,42.038608571428576,-93.61221769387755,1.584353987172383
528441090,-10424147.137531929,5168935.744634489,Somerst,NW,white,468.0,42.05309237188999,-93.6417069755569,3.1250424106726538
906426195,-10428322.511713596,5165137.166271832,ClearCr,WE,purple,240.0,42.02775,-93.679215,3.810300804717015
534275170,-10422139.332441645,5167297.284249555,NAmes,NO,green,152.0,42.04216255555556,-93.62367055555556,2.0018332312893388
923226180,-10419796.14545576,5159861.367572519,MeadowV,SE,red,73.0,41.99253552569278,-93.60262134872586,1.6342904948276245
923226320,-10419882.731579356,5159812.96061861,MeadowV,SE,red,76.0,41.992212332620966,-93.60339916510804,1.6515861324147978
528118050,-10425899.561210733,5170035.448380921,NridgHt,NW,white,500.0,42.06042720408163,-93.65744926530613,4.021563322762058
916253320,-10421771.804958371,5166153.874296733,GrnHill,SO,orange,330.0,42.001514,-93.644726,2.190084024699177
904300150,-10426048.396320537,5165218.025229326,ClearCr,WE,purple,108.0,42.02828955914435,-93.65878627384562,2.80305839318227
533236050,-10424214.067070358,5168041.637389131,Somerst,NW,white,172.0,42.047128208125024,-93.6423082138302,2.81779553392218
527354160,-10423466.88700226,5168855.242414541,NWAmes,NW,white,185.0,42.0525554028463,-93.6355961810786,2.9239147310450275
528435040,-10424371.218804805,5169094.170225512,Somerst,NW,white,312.0,42.054149095181536,-93.64371993188,3.24446768292565
534129230,-10422876.6509045,5168199.230103461,NWAmes,NW,white,165.0,42.04817947474747,-93.630294,2.5267932694042643
535325350,-10420929.42417872,5166730.017047181,NAmes,NO,green,125.0,42.038378,-93.61280176470588,1.5742333991182904
902408080,-10420466.571913837,5164903.692351623,OldTown,DT,dodgerblue,160.0,42.02619203943843,-93.60864389206752,0.7092112026610082
916455050,-10424718.147595525,5160535.522473661,Timber,SO,orange,180.0,41.99703640663635,-93.64683644623203,2.438322796458144
909276200,-10424217.62834612,5163777.653686808,Crawfor,SO,orange,160.0,42.01867749991436,-93.64234020531468,1.8347694594951238
534277060,-10421910.843002375,5167702.37444671,NAmes,NO,green,109.0,42.044865,-93.621618,2.1317136895147604
905107280,-10427618.67250023,5165675.415471013,Sawyer,WE,purple,153.0,42.03134156628693,-93.67289230477071,3.558680350187935
923204050,-10420121.369432371,5159927.93826766,Mitchel,SE,red,132.0,41.99297998782015,-93.60554288541539,1.5903730563886325
531376050,-10429650.0078836,5166611.741073608,SawyerW,WE,purple,185.0,42.03758888668608,-93.69114010099126,4.5852130234550215
903454010,-10421771.804958371,5166153.874296733,IDOTRR,DT,dodgerblue,127.0,42.022119671878066,-93.62238680452259,0.9032608167641778
906412010,-10429195.79517453,5165093.201287822,CollgCr,WE,purple,475.0,42.02745662663366,-93.68705983880326,4.201805856009731
535301060,-10421427.715890585,5167157.99721693,NAmes,NO,green,142.0,42.041233315036166,-93.61727799531303,1.821912421774876
534453080,-10422673.614035504,5166377.472369568,BrkSide,DT,dodgerblue,112.0,42.03602586446804,-93.62847008877344,1.7735086071831114
911102180,-10421375.760568872,5164197.086267237,IDOTRR,DT,dodgerblue,81.0,42.021476657417224,-93.6168112727172,0.6359747480345238
535403210,-10420495.653232517,5166745.680827141,NAmes,NO,green,135.0,42.038482504829126,-93.60890513399805,1.5551123114702607
531382120,-10429429.462927146,5166354.094904088,SawyerW,WE,purple,194.0,42.03586988976251,-93.68915891193907,4.450999838389766
916455120,-10424726.056702573,5160307.790798563,Timber,SO,orange,232.0,41.99551603030303,-93.6469074949495,2.4992582756055763
905475510,-10426554.93767408,5164737.456889161,Edwards,WE,purple,114.0,42.025082734693875,-93.6633366122449,2.972751843279167
916326090,-10425033.160662722,5161088.683187583,Timber,SO,orange,257.0,42.00072925266047,-93.64966625676165,2.442013064859688
909101140,-10425722.905824846,5164288.005222357,Edwards,WE,purple,117.0,42.022083404893664,-93.65586234297449,2.5560303771360635
907260050,-10429295.049037248,5163518.131764057,CollgCr,WE,purple,213.0,42.016945472759005,-93.68795145142214,4.173494127105008
907131090,-10429587.76904595,5164107.82996204,CollgCr,WE,purple,212.0,42.020881,-93.690581,4.321332183707339
903206160,-10422545.917718844,5165581.199984144,BrkSide,DT,dodgerblue,202.0,42.0307129108596,-93.62732297324361,1.4623934958528657
528222020,-10424403.455876404,5170219.595127441,Gilbert,NW,white,185.0,42.06165534795861,-93.64400952242133,3.685007447392079
526352090,-10421559.771920815,5168690.227485151,NAmes,NO,green,167.0,42.05145469964584,-93.61846427481623,2.518558008402567
534201280,-10422459.621374488,5167833.614510408,NAmes,NO,green,138.0,42.04574050623812,-93.62654775999262,2.288644891850687
908102330,-10428008.241048936,5164027.276109269,Edwards,WE,purple,102.0,42.020343414141415,-93.67639185858586,3.5904706286782324
906385010,-10429857.905254727,5164667.860559171,CollgCr,WE,purple,199.0,42.0246183061451,-93.69300767485137,4.472665808000145
534276230,-10421984.569070186,5167308.981993018,NAmes,NO,green,145.0,42.04224059534753,-93.62228029253552,1.9769300249417636
906420020,-10428636.12260112,5165374.373455452,SawyerW,WE,purple,220.0,42.02933283335287,-93.6820322145353,3.975888784287302
527404120,-10422526.439614126,5168998.997360978,NAmes,NO,green,126.0,42.053514279505634,-93.62714799845187,2.7913468729969333
907192010,-10429458.972395103,5163510.119673498,CollgCr,WE,purple,200.0,42.016892,-93.689424,4.249220682836811
527131030,-10423311.34744249,5170303.405289194,StoneBr,NW,white,278.0,42.06221430156738,-93.63419894544032,3.4856504704664704
527452290,-10422747.417694714,5168315.489579787,NAmes,NO,green,145.0,42.04895500520409,-93.62913307832436,2.54653939831476
907250030,-10429288.385361511,5163759.779395094,CollgCr,WE,purple,318.0,42.01855820993013,-93.68789159060451,4.1735838081733325
909251040,-10424729.04358052,5163658.319804788,Crawfor,SO,orange,146.0,42.01788108163265,-93.64693432653061,2.0659860267173524
535377100,-10420863.01081015,5166547.326628703,OldTown,DT,dodgerblue,87.0,42.037159122448976,-93.61220516326532,1.4858179596516334
528174050,-10425002.7082566,5169857.110444047,NridgHt,NW,white,213.0,42.05923777869763,-93.64939269814306,3.700121327130099
533128090,-10421771.804958371,5166153.874296733,NoRidge,NW,white,262.0,42.05159728000459,-93.65391395064373,3.4488255353645565
533250110,-10424859.486252254,5167696.413121088,Veenker,NW,white,218.0,42.04482523153892,-93.64810611298782,2.9085104503688575
908186040,-10427168.265024995,5163819.23133595,Edwards,WE,purple,148.0,42.018954981210804,-93.66884622557987,3.196138221142486
903231050,-10422140.762728434,5165831.525643476,BrkSide,DT,dodgerblue,113.0,42.0323832020202,-93.6236834040404,1.4236548982470631
908152110,-10427868.651794331,5163795.256330052,Edwards,WE,purple,160.0,42.01879497674418,-93.67513790697674,3.518735526125687
535476110,-10419940.049293812,5166669.573565542,NAmes,NO,green,145.0,42.03797473457034,-93.6039140588975,1.524162308928525
533250050,-10424838.606796792,5167684.861825492,Veenker,NW,white,246.0,42.04474817188798,-93.64791854964817,2.897834203873362
535325340,-10420923.63993067,5166730.017047182,NAmes,NO,green,134.0,42.038378,-93.61274980392156,1.573717290758958
909475050,-10424357.800617328,5162656.604915315,Crawfor,SO,orange,198.0,42.01119537789834,-93.64359939425104,1.9192517911981364
907196020,-10429363.85241877,5163512.06325729,CollgCr,WE,purple,205.0,42.016904971498526,-93.68856952271435,4.205260005263962
533130160,-10425328.996741977,5167838.628525618,NoRidge,NW,white,285.0,42.04577395463849,-93.65232379747752,3.1132342985935986
535102010,-10421396.969080515,5168304.252521269,NAmes,NO,green,175.0,42.04888004672891,-93.61700179201883,2.328302532808508
531475220,-10428846.4577781,5166323.20765275,SawyerW,WE,purple,160.0,42.035663809096576,-93.68392168757799,4.190800768756437
527325070,-10423434.658405349,5169153.885384235,NWAmes,NW,white,272.0,42.054547400000004,-93.63530666666668,3.036118192268355
911175440,-10421148.514356082,5163841.021983725,IDOTRR,DT,dodgerblue,115.0,42.019100407352354,-93.61476988525514,0.4593167592779965
903226160,-10422235.50516136,5166018.674404124,BrkSide,DT,dodgerblue,134.0,42.03363191836735,-93.6245344897959,1.5188122681045917
902134100,-10421091.756342627,5165512.411315965,OldTown,DT,dodgerblue,78.0,42.03025391265237,-93.61426001934532,1.0545897801355295
902111010,-10421264.431102565,5165653.072558415,OldTown,DT,dodgerblue,112.0,42.031192483150555,-93.61581118310563,1.144931216973543
535381040,-10421072.295996493,5166188.560067831,OldTown,DT,dodgerblue,143.0,42.03476542857143,-93.61408520408163,1.3471918821613642
910202060,-10422323.608083967,5164375.771254525,IDOTRR,DT,dodgerblue,126.0,42.0226691058526,-93.62532593181547,1.0553580245428176
535477180,-10419912.608667308,5166204.899060554,NAmes,NO,green,126.0,42.03487444444444,-93.60366755555556,1.3129628764814498
528429120,-10421771.804958371,5166153.874296733,Somerst,NW,white,423.0,42.049869005017506,-93.64435615174447,3.0304716960075
908127050,-10427462.466415033,5164127.93358797,Edwards,WE,purple,120.0,42.021015163265304,-93.67148908163266,3.3435512450458607
528439010,-10424307.15062901,5168952.439999121,Somerst,NW,white,247.0,42.05320373339322,-93.64314439766459,3.1742546802631697
906223110,-10428633.816961285,5165722.230985761,SawyerW,WE,purple,226.0,42.03165394178435,-93.68201150262026,4.01489258897436
528358010,-10425643.42421098,5168686.434506551,NoRidge,NW,white,260.0,42.05142939902178,-93.65514834748906,3.485559155752256
532378160,-10427290.234831076,5166162.040299492,Sawyer,WE,purple,135.0,42.034588484848484,-93.66994189898989,3.489947883352043
531450040,-10429289.06385138,5166572.754508532,SawyerW,WE,purple,176.0,42.037328774081566,-93.6878976855827,4.421745679073081
527326040,-10423409.503095342,5169241.149672261,NWAmes,NW,white,82.0,42.055129455191484,-93.63508069267212,3.0658553011355663
903204095,-10422373.116498418,5165996.477727168,BrkSide,DT,dodgerblue,80.0,42.03348381632653,-93.62577067346939,1.5497461052162465
527182170,-10421771.804958371,5166153.874296733,StoneBr,NW,white,208.0,42.06046556852748,-93.6313684902607,3.3175549883498774
905105040,-10427951.312243408,5165636.916126442,Sawyer,WE,purple,115.0,42.03108467910268,-93.67588045842474,3.700756485148685
528477020,-10424364.210312482,5168817.401386156,Somerst,NW,white,250.0,42.052302992576074,-93.64365697352228,3.140016193321593
905202210,-10426982.661395349,5165796.460204105,ClearCr,WE,purple,164.0,42.03214923147222,-93.66717891980687,3.2975400797281824
903425190,-10422049.627587082,5165017.977184113,OldTown,DT,dodgerblue,220.0,42.026954661556644,-93.62286472313643,1.1175355583908113
535150210,-10421428.425222153,5167300.816798123,NAmes,NO,green,135.0,42.04218612244898,-93.61728436734694,1.8849602046305811
535453160,-10420252.226336643,5166395.604370786,NAmes,NO,green,134.0,42.036146841115006,-93.60671839298679,1.3904077647808435
535353130,-10421628.265891964,5166158.204384764,OldTown,DT,dodgerblue,112.0,42.034562891030866,-93.61907956662775,1.426807282232469
535456070,-10420368.740911895,5166184.592914598,NAmes,NO,green,150.0,42.03473895918367,-93.6077650612245,1.2940324242857866
908250090,-10426913.016509298,5163683.997206349,Edwards,WE,purple,99.0,42.01805245,-93.66655328915087,3.074902454129499
527452070,-10422541.022639755,5168542.755883229,NPkVill,NO,green,146.0,42.050471,-93.627279,2.6004375253032688
902325100,-10421210.563891362,5165334.880225993,OldTown,DT,dodgerblue,155.0,42.02906930612245,-93.61532728571427,1.0013900837294427
921126030,-10425442.18289276,5159811.313706326,Timber,SO,orange,299.0,41.99220133684465,-93.65334056596954,2.9017975533078446
905401060,-10426879.15917807,5165271.265933123,ClearCr,WE,purple,256.0,42.02864482351206,-93.66624914356966,3.1778875371832376
916402125,-10424635.57583664,5160917.613104307,Timber,SO,orange,176.0,41.99958722865255,-93.64609469150162,2.3151085418225206
531452010,-10429103.314961636,5166172.083788175,SawyerW,WE,purple,120.0,42.03465549651289,-93.68622907491604,4.281907970426364
528363070,-10425486.87032462,5168720.255847487,NoRidge,NW,white,321.0,42.051655,-93.653742,3.4454651112354706
533208090,-10424629.352404768,5168131.830596098,Somerst,NW,white,190.0,42.04772986946443,-93.64603878546191,2.9760644845688446
534401130,-10422785.858727807,5166854.857566132,NAmes,NO,green,175.0,42.0392109,-93.6294784,1.9797057198415229
910203230,-10422783.79023489,5164105.205773456,IDOTRR,DT,dodgerblue,85.0,42.0208634872324,-93.62945981841197,1.2099749138011269
907420090,-10428835.90107862,5163119.486993113,CollgCr,WE,purple,165.0,42.01428485970911,-93.68382685513305,3.9625562006074793
902303100,-10421577.874948056,5165168.014111446,OldTown,DT,dodgerblue,144.0,42.02795584333695,-93.6186268970768,1.0230773064128993
906392120,-10429424.998370366,5164465.287300921,CollgCr,WE,purple,295.0,42.02326647986106,-93.68911880614316,4.262451139816524
903484080,-10422173.925036514,5164419.0586623205,IDOTRR,DT,dodgerblue,50.0,42.02295797959184,-93.62398130612245,1.0029280922766068
527301320,-10423663.20364858,5169013.97761565,NWAmes,NW,white,260.0,42.05361420021923,-93.63735972351776,3.0331102666240697
527140090,-10423314.545497064,5170054.891189657,StoneBr,NW,white,180.0,42.06055687660365,-93.63422767405338,3.3819133827250134
909428170,-10424000.614567615,5162874.298948682,Crawfor,SO,orange,236.0,42.01264838383838,-93.64039073737374,1.7406525997534532
905228050,-10426115.8254476,5165877.20626641,Sawyer,WE,purple,64.0,42.032688,-93.659392,2.937897244344915
533234020,-10424347.15746091,5167964.074947985,Somerst,NW,white,223.0,42.04661079961037,-93.64350378515023,2.8312493038401985
533212100,-10424505.627003586,5168095.913083116,Somerst,NW,white,151.0,42.04749027140474,-93.64492734127276,2.925334007910825
534475185,-10422354.353060054,5166187.636747287,NAmes,NO,green,150.0,42.03475926805175,-93.62560211863473,1.614025162353068
905452150,-10426859.445426231,5164846.410906888,Edwards,WE,purple,150.0,42.0258097972012,-93.66607205192382,3.120988433357831
528176010,-10425751.916242056,5169574.955999713,NridgHt,NW,white,500.0,42.05735590330952,-93.65612294798628,3.816780101973646
535450160,-10420516.009782735,5166348.865639564,NAmes,NO,green,93.0,42.035835,-93.609088,1.3736048200020576
533215040,-10424726.11886732,5167954.566956586,Somerst,NW,white,290.0,42.04654737280063,-93.64690805338492,2.9476340381965653
528104010,-10425535.558577811,5170443.614784564,NridgHt,NW,white,345.0,42.063149387238916,-93.65417937402002,4.063606251273005
535325090,-10420890.867036032,5166979.519853979,NAmes,NO,green,127.0,42.0400426,-93.61245539999999,1.6839559153742998
909250210,-10424890.578469023,5163795.360209103,SWISU,SO,orange,102.0,42.018795670013375,-93.64838541912323,2.1452633226845075
527325110,-10423267.1596782,5169242.880529094,NWAmes,NW,white,190.0,42.055141,-93.633802,3.035970917956014
910202030,-10422341.29275501,5164394.162316362,IDOTRR,DT,dodgerblue,75.0,42.0227918367347,-93.62548479591837,1.066416276056822
535175180,-10421184.50820632,5167699.607097596,NAmes,NO,green,109.0,42.04484653880461,-93.61509322351316,2.0352739298555282
534202160,-10422435.700269517,5167959.57403533,NAmes,NO,green,142.0,42.046580774503724,-93.62633287305052,2.336032026128309
