iter	Passed	Remaining
935	361	3496
936	361	3495
937	361	3495
938	362	3494
939	362	3493
940	362	3493
941	363	3492
942	363	3492
943	363	3491
944	364	3490
945	364	3489
946	364	3488
947	365	3487
948	365	3487
949	366	3487
950	366	3486
951	366	3485
952	367	3484
953	367	3483
954	367	3482
955	368	3482
956	368	3482
957	368	3481
958	369	3480
959	369	3479
960	369	3479
961	370	3478
962	370	3477
963	370	3477
964	371	3475
965	371	3475
966	371	3474
967	372	3472
968	372	3472
969	372	3471
970	373	3470
971	373	3470
972	373	3469
973	374	3468
974	374	3467
975	374	3466
976	375	3465
977	375	3466
978	376	3466
979	376	3466
980	376	3465
981	377	3464
982	377	3463
983	377	3462
984	378	3462
985	378	3460
986	378	3460
987	379	3459
988	379	3458
989	379	3457
990	380	3456
991	380	3455
992	380	3454
993	381	3453
994	381	3453
995	381	3452
996	382	3451
997	382	3450
998	382	3450
999	383	3449
1000	383	3450
1001	384	3453
1002	385	3453
1003	385	3453
1004	385	3453
1005	386	3454
1006	386	3454
1007	387	3454
1008	387	3453
1009	387	3452
1010	388	3451
1011	388	3450
1012	388	3450
1013	389	3449
1014	389	3448
1015	389	3447
1016	390	3447
1017	390	3446
1018	391	3446
1019	391	3447
1020	392	3447
1021	392	3447
1022	392	3447
1023	393	3448
1024	393	3449
1025	394	3449
1026	394	3448
1027	395	3448
1028	395	3448
1029	395	3447
1030	396	3446
1031	396	3446
1032	396	3445
1033	397	3445
1034	397	3445
1035	398	3445
1036	398	3445
1037	399	3446
1038	399	3447
1039	400	3449
1040	400	3448
1041	401	3448
1042	401	3447
1043	401	3446
1044	402	3445
1045	402	3445
1046	402	3444
1047	403	3443
1048	403	3442
1049	403	3441
1050	404	3440
1051	404	3440
1052	404	3439
1053	405	3438
1054	405	3437
1055	405	3436
1056	406	3436
1057	406	3436
1058	407	3437
1059	407	3438
1060	408	3438
1061	408	3438
1062	408	3437
1063	409	3437
1064	409	3436
1065	409	3435
1066	410	3434
1067	410	3434
1068	410	3433
1069	411	3432
1070	411	3431
1071	411	3430
1072	412	3429
1073	412	3428
1074	412	3428
1075	413	3428
1076	414	3430
1077	414	3430
1078	414	3430
1079	415	3431
1080	415	3431
1081	416	3430
1082	416	3430
1083	416	3429
1084	417	3428
1085	417	3427
1086	417	3426
1087	418	3426
1088	418	3425
1089	418	3424
1090	419	3423
1091	419	3422
1092	419	3422
1093	420	3421
1094	420	3420
1095	420	3419
1096	421	3419
1097	421	3419
1098	422	3419
1099	422	3418
1100	423	3419
1101	423	3420
1102	424	3420
1103	424	3419
1104	424	3419
1105	425	3418
1106	425	3417
1107	425	3416
1108	426	3415
1109	426	3415
1110	426	3414
1111	427	3413
1112	427	3412
1113	427	3412
1114	428	3411
1115	428	3410
1116	428	3409
1117	429	3409
1118	429	3410
1119	430	3410
1120	430	3411
1121	431	3411
1122	431	3411
1123	431	3411
1124	432	3410
1125	432	3410
1126	433	3410
1127	433	3409
1128	433	3408
1129	434	3407
1130	434	3406
1131	434	3406
1132	435	3405
1133	435	3404
1134	435	3403
1135	436	3402
1136	436	3402
1137	437	3403
1138	437	3403
1139	438	3404
1140	438	3404
1141	438	3404
1142	439	3404
1143	439	3403
1144	440	3403
1145	440	3402
1146	440	3402
1147	441	3401
1148	441	3400
1149	441	3399
1150	442	3399
1151	442	3398
1152	442	3397
1153	443	3397
1154	443	3396
1155	443	3395
1156	444	3395
1157	444	3395
1158	445	3396
1159	445	3397
1160	446	3396
1161	446	3396
1162	446	3395
1163	447	3394
1164	447	3394
1165	448	3394
1166	448	3394
1167	448	3393
1168	449	3392
1169	449	3392
1170	449	3391
1171	450	3390
1172	450	3389
1173	450	3389
1174	451	3390
1175	451	3390
1176	452	3390
1177	452	3390
1178	453	3389
1179	453	3389
1180	454	3390
1181	454	3390
1182	454	3390
1183	455	3389
1184	455	3389
1185	455	3388
1186	456	3387
1187	456	3387
1188	456	3386
1189	457	3385
1190	457	3385
1191	458	3384
1192	458	3383
1193	458	3383
1194	459	3382
1195	459	3382
1196	459	3381
1197	460	3381
1198	460	3381
1199	461	3381
1200	461	3382
1201	461	3381
1202	462	3381
1203	462	3380
1204	463	3379
1205	463	3378
1206	463	3377
1207	463	3376
1208	464	3376
1209	464	3375
1210	465	3375
1211	465	3374
1212	465	3373
1213	466	3372
1214	466	3372
1215	466	3371
1216	466	3370
1217	467	3369
1218	467	3368
1219	468	3369
1220	468	3369
1221	469	3370
1222	469	3371
1223	470	3372
1224	470	3372
1225	471	3371
1226	471	3371
1227	471	3371
1228	472	3371
1229	472	3370
1230	473	3369
1231	473	3369
1232	473	3368
1233	474	3367
1234	474	3366
1235	474	3366
1236	475	3365
1237	475	3365
1238	475	3364
1239	476	3364
1240	476	3364
1241	476	3363
1242	477	3363
1243	477	3363
1244	478	3362
1245	478	3361
1246	478	3361
1247	479	3360
1248	479	3360
1249	479	3359
1250	480	3358
1251	480	3357
1252	480	3357
1253	481	3356
1254	481	3355
1255	481	3354
1256	482	3354
1257	482	3354
1258	482	3353
1259	483	3352
1260	483	3352
1261	484	3351
1262	484	3351
1263	484	3350
1264	485	3350
1265	485	3349
1266	485	3348
1267	486	3347
1268	486	3347
1269	486	3347
1270	487	3347
1271	487	3347
1272	488	3346
1273	488	3346
1274	489	3346
1275	489	3346
1276	489	3345
1277	490	3344
1278	490	3344
1279	490	3343
1280	491	3342
1281	491	3342
1282	491	3341
1283	492	3340
1284	492	3339
1285	492	3338
1286	493	3338
1287	493	3337
1288	493	3336
1289	494	3335
1290	494	3334
1291	494	3333
1292	495	3333
1293	495	3332
1294	495	3331
1295	495	3330
1296	496	3329
1297	496	3329
1298	496	3328
1299	497	3327
1300	497	3326
1301	497	3326
1302	498	3325
1303	498	3325
1304	499	3325
1305	499	3325
1306	500	3325
1307	500	3325
1308	500	3324
1309	501	3324
1310	501	3323
1311	501	3322
1312	502	3321
1313	502	3321
1314	502	3321
1315	503	3320
1316	503	3320
1317	503	3319
1318	504	3318
1319	504	3318
1320	504	3317
1321	505	3316
1322	505	3316
1323	506	3315
1324	506	3316
1325	506	3315
1326	507	3316
1327	507	3316
1328	508	3316
1329	508	3316
1330	509	3315
1331	509	3314
1332	509	3314
1333	510	3313
1334	510	3312
1335	510	3312
1336	511	3311
1337	511	3310
1338	511	3310
1339	512	3309
1340	512	3308
1341	512	3308
1342	513	3307
1343	513	3307
1344	514	3307
1345	514	3307
1346	514	3308
1347	515	3307
1348	515	3306
1349	516	3306
1350	516	3305
1351	516	3304
1352	517	3304
1353	517	3304
1354	517	3303
1355	518	3302
1356	518	3302
1357	518	3301
1358	519	3301
1359	519	3300
1360	519	3299
1361	520	3298
1362	520	3298
1363	520	3297
1364	521	3297
1365	521	3297
1366	522	3298
1367	522	3298
1368	523	3297
1369	523	3297
1370	523	3297
1371	524	3296
1372	524	3296
1373	524	3295
1374	525	3295
1375	525	3295
1376	526	3298
1377	527	3299
1378	527	3298
1379	527	3297
1380	528	3297
1381	528	3297
1382	529	3296
1383	529	3296
1384	529	3296
1385	530	3296
1386	530	3295
1387	531	3295
1388	531	3295
1389	532	3295
1390	532	3297
1391	533	3296
1392	533	3296
1393	533	3296
1394	534	3296
1395	534	3296
1396	535	3297
1397	535	3296
1398	536	3297
1399	537	3299
1400	538	3302
1401	538	3302
1402	539	3304
1403	539	3305
1404	540	3305
1405	540	3306
1406	541	3306
1407	541	3307
1408	542	3307
1409	542	3307
1410	543	3308
1411	544	3310
1412	545	3316
1413	546	3316
1414	546	3316
1415	547	3316
1416	547	3316
1417	548	3316
1418	548	3316
1419	548	3316
1420	549	3316
1421	549	3315
1422	550	3315
1423	550	3315
1424	550	3314
1425	551	3315
1426	551	3316
1427	552	3316
1428	553	3317
1429	553	3317
1430	554	3318
1431	554	3318
1432	555	3318
1433	555	3318
1434	555	3317
1435	556	3317
1436	556	3317
1437	557	3317
1438	557	3317
1439	557	3316
1440	558	3317
1441	559	3320
1442	560	3320
1443	560	3320
1444	560	3320
1445	561	3319
1446	561	3320
1447	562	3320
1448	562	3320
1449	563	3321
1450	563	3322
1451	564	3322
1452	564	3322
1453	565	3322
1454	565	3322
1455	566	3323
1456	567	3324
1457	567	3324
1458	568	3325
1459	568	3325
1460	568	3325
1461	569	3324
1462	569	3324
1463	570	3324
1464	570	3324
1465	571	3326
1466	572	3327
1467	572	3327
1468	572	3326
1469	573	3327
1470	574	3328
1471	574	3328
1472	574	3328
1473	575	3327
1474	575	3327
1475	576	3326
1476	576	3326
1477	577	3327
1478	577	3327
1479	577	3326
1480	578	3326
1481	578	3326
1482	579	3325
1483	579	3325
1484	579	3325
1485	580	3326
1486	582	3333
1487	583	3336
1488	583	3335
1489	584	3335
1490	584	3335
1491	585	3335
1492	585	3336
1493	585	3335
1494	586	3335
1495	586	3335
1496	587	3334
1497	587	3334
1498	588	3334
1499	588	3336
1500	589	3336
1501	589	3336
1502	590	3336
1503	590	3336
1504	590	3335
1505	591	3335
1506	591	3335
1507	592	3335
1508	592	3335
1509	593	3336
1510	593	3336
1511	594	3335
1512	594	3335
1513	595	3335
1514	595	3337
1515	596	3338
1516	596	3338
1517	597	3337
1518	597	3337
1519	598	3337
1520	598	3337
1521	599	3338
1522	599	3338
1523	600	3339
1524	600	3339
1525	601	3340
1526	602	3341
1527	602	3342
1528	603	3343
1529	604	3345
1530	604	3345
1531	605	3345
1532	605	3344
1533	606	3345
1534	606	3344
1535	607	3345
1536	607	3345
1537	607	3345
1538	608	3345
1539	608	3345
1540	609	3345
1541	609	3345
1542	610	3344
1543	610	3344
1544	611	3344
1545	611	3343
1546	611	3343
1547	612	3343
1548	612	3343
1549	613	3344
1550	613	3344
1551	614	3347
1552	615	3347
1553	615	3347
1554	616	3346
1555	616	3346
1556	617	3347
1557	618	3352
1558	619	3353
1559	619	3353
1560	620	3353
1561	620	3353
1562	621	3354
1563	621	3353
1564	622	3353
1565	622	3353
1566	623	3354
1567	623	3354
1568	624	3355
1569	625	3356
1570	625	3356
1571	626	3356
1572	626	3356
1573	626	3356
1574	627	3357
1575	629	3362
1576	629	3363
1577	630	3364
1578	630	3364
1579	631	3365
1580	632	3367
1581	633	3369
1582	633	3370
1583	634	3370
1584	634	3370
1585	635	3370
1586	635	3371
1587	636	3371
1588	636	3370
1589	637	3370
1590	637	3369
1591	638	3369
1592	638	3369
1593	639	3370
1594	639	3371
1595	640	3370
1596	640	3370
1597	640	3369
1598	641	3369
1599	642	3370
1600	643	3374
1601	643	3375
1602	644	3377
1603	645	3378
1604	645	3378
1605	646	3380
1606	647	3381
1607	648	3382
1608	648	3382
1609	649	3382
1610	649	3382
1611	650	3383
1612	650	3383
1613	651	3382
1614	651	3382
1615	651	3382
1616	652	3383
1617	653	3386
1618	654	3387
1619	654	3387
1620	655	3387
1621	655	3386
1622	656	3387
1623	656	3387
1624	657	3387
1625	657	3387
1626	658	3388
1627	658	3388
1628	659	3387
1629	659	3388
1630	660	3389
1631	661	3389
1632	661	3389
1633	661	3389
1634	662	3390
1635	663	3390
1636	663	3390
1637	664	3390
1638	664	3389
1639	664	3389
1640	665	3388
1641	665	3388
1642	666	3387
1643	666	3387
1644	666	3386
1645	667	3386
1646	667	3386
1647	668	3385
1648	668	3384
1649	668	3383
1650	668	3382
1651	669	3382
1652	669	3381
1653	669	3380
1654	670	3379
1655	670	3379
1656	671	3378
1657	671	3378
1658	672	3378
1659	672	3380
1660	673	3382
1661	674	3383
1662	674	3383
1663	675	3383
1664	676	3384
1665	676	3384
1666	676	3383
1667	677	3383
1668	677	3383
1669	678	3384
1670	679	3385
1671	679	3386
1672	680	3385
1673	680	3385
1674	681	3385
1675	681	3385
1676	681	3384
1677	682	3384
1678	682	3383
1679	683	3383
1680	683	3383
1681	684	3383
1682	684	3383
1683	685	3383
1684	685	3382
1685	685	3382
1686	686	3381
1687	686	3382
1688	687	3381
1689	687	3381
1690	688	3381
1691	688	3382
1692	689	3384
1693	690	3385
1694	691	3388
1695	692	3390
1696	693	3391
1697	693	3392
1698	694	3392
1699	695	3393
1700	695	3393
1701	696	3393
1702	696	3393
1703	697	3394
1704	697	3394
1705	698	3394
1706	698	3394
1707	699	3394
1708	699	3394
1709	700	3395
1710	700	3395
1711	701	3394
1712	701	3394
1713	702	3394
1714	702	3395
1715	703	3394
1716	703	3394
1717	704	3396
1718	705	3396
1719	705	3396
1720	705	3395
1721	706	3395
1722	706	3395
1723	707	3395
1724	707	3394
1725	708	3395
1726	709	3398
1727	710	3399
1728	710	3400
1729	711	3400
1730	711	3399
1731	712	3399
1732	712	3399
1733	713	3399
1734	713	3399
1735	714	3400
1736	714	3400
1737	715	3399
1738	715	3399
1739	716	3400
1740	716	3399
1741	717	3400
1742	717	3400
1743	718	3401
1744	718	3401
1745	719	3400
1746	719	3400
1747	720	3400
1748	720	3399
1749	721	3399
1750	721	3399
1751	722	3399
1752	722	3399
1753	723	3401
1754	724	3402
1755	724	3402
1756	725	3403
1757	726	3404
1758	726	3404
1759	727	3404
1760	727	3404
1761	728	3405
1762	728	3405
1763	729	3405
1764	729	3405
1765	730	3404
1766	730	3405
1767	731	3404
1768	731	3404
1769	732	3405
1770	733	3406
1771	733	3407
1772	734	3407
1773	734	3407
1774	735	3407
1775	735	3407
1776	736	3407
1777	736	3407
1778	737	3407
1779	738	3408
1780	739	3410
1781	739	3411
1782	740	3411
1783	740	3411
1784	741	3411
1785	741	3411
1786	742	3411
1787	742	3411
1788	743	3411
1789	743	3411
1790	744	3411
1791	744	3411
1792	745	3413
1793	746	3413
1794	747	3415
1795	747	3415
1796	748	3416
1797	749	3417
1798	749	3418
1799	750	3418
1800	751	3419
1801	751	3419
1802	752	3419
1803	752	3419
1804	752	3418
1805	753	3417
1806	753	3418
1807	754	3418
1808	754	3418
1809	755	3417
1810	755	3417
1811	756	3416
1812	756	3416
1813	756	3415
1814	757	3414
1815	757	3414
1816	758	3414
1817	758	3414
1818	759	3413
1819	759	3413
1820	760	3413
1821	760	3414
1822	761	3414
1823	761	3413
1824	761	3413
1825	762	3412
1826	762	3411
1827	763	3411
1828	763	3410
1829	763	3410
1830	764	3410
1831	765	3411
1832	765	3410
1833	765	3410
1834	766	3410
1835	766	3409
1836	767	3409
1837	767	3408
1838	768	3408
1839	768	3407
1840	768	3407
1841	769	3408
1842	770	3408
1843	770	3408
1844	770	3407
1845	771	3407
1846	771	3406
1847	772	3406
1848	772	3406
1849	773	3405
1850	773	3404
1851	773	3404
1852	774	3403
1853	774	3403
1854	775	3402
1855	775	3402
1856	775	3402
1857	776	3402
1858	776	3402
1859	777	3402
1860	777	3401
1861	778	3401
1862	778	3400
1863	779	3400
1864	779	3400
1865	780	3400
1866	780	3399
1867	780	3399
1868	781	3399
1869	781	3399
1870	782	3400
1871	783	3400
